state,pollster,candidate_preference,pct,sample_size,date
Montana,YouGov,Harris,46.391064589843154,1056,2024-09-18
Montana,The Washington Post,Trump,56.16772510576993,914,2024-09-30
Montana,Ipsos,Trump,40.838389969430864,1657,2024-07-25
Montana,Quinnipiac,Trump,47.27485389448702,1456,2024-09-21
Montana,Siena/NYT,Trump,57.13193933945149,1372,2024-10-02
Montana,Quinnipiac,Harris,53.95893156994134,1187,2024-08-30
Montana,Quinnipiac,Harris,53.68972945958376,1256,2024-10-20
Montana,Ipsos,Trump,46.960301054641604,1487,2024-08-26
Montana,The Washington Post,Trump,51.093636588193476,946,2024-09-04
Nebraska,Ipsos,Trump,42.74487235117704,1627,2024-10-11
Nebraska,Siena/NYT,Trump,55.69863112643361,1320,2024-10-25
Nebraska,Quinnipiac,Harris,57.737251431681216,1330,2024-08-05
Nebraska,Ipsos,Harris,44.0819176658988,1210,2024-07-26
Nebraska,Ipsos,Trump,55.41245922911912,1991,2024-09-10
Nebraska,Quinnipiac,Trump,51.927259215153754,1733,2024-09-30
Nebraska,Ipsos,Trump,59.15339484810829,848,2024-10-17
Nebraska,The Washington Post,Trump,43.173767952248454,1924,2024-10-06
Nebraska,YouGov,Trump,50.51948548294604,1781,2024-10-23
Nebraska,Ipsos,Harris,57.463027350604534,676,2024-09-04
Nevada,Siena/NYT,Harris,57.39412140566856,885,2024-10-17
Nevada,Quinnipiac,Harris,40.47377286478877,1664,2024-07-28
Nevada,The Washington Post,Trump,59.5177938695997,523,2024-09-01
Nevada,Quinnipiac,Harris,49.80448396410793,1444,2024-08-13
Nevada,Quinnipiac,Harris,47.783406460657716,1522,2024-07-25
Nevada,Ipsos,Harris,48.351099197752774,1989,2024-08-03
Nevada,The Washington Post,Trump,41.85851640999317,1653,2024-10-25
Nevada,The Washington Post,Harris,43.236184203997254,664,2024-09-23
Nevada,Siena/NYT,Harris,48.10832990333438,1900,2024-10-29
Nevada,Ipsos,Trump,46.83628888335079,669,2024-10-27
New Hampshire,Quinnipiac,Harris,48.3051490643993,1968,2024-07-24
New Hampshire,Siena/NYT,Trump,46.08104938175529,1209,2024-08-24
New Hampshire,Siena/NYT,Trump,51.205610749311745,1757,2024-10-10
New Hampshire,The Washington Post,Harris,43.11748301144689,921,2024-07-30
New Hampshire,The Washington Post,Harris,59.1315952828154,1007,2024-08-01
New Hampshire,Quinnipiac,Harris,40.879332507029176,563,2024-09-06
New Hampshire,YouGov,Trump,47.44315485469997,579,2024-07-23
New Hampshire,Quinnipiac,Trump,59.25230682827532,1047,2024-08-15
New Hampshire,Siena/NYT,Trump,52.908550314605236,1486,2024-10-04
New Hampshire,The Washington Post,Trump,41.22525228653103,974,2024-09-18
New Jersey,The Washington Post,Harris,48.19891856983304,790,2024-10-29
New Jersey,Ipsos,Harris,48.51810268126428,1264,2024-09-03
New Jersey,Quinnipiac,Trump,50.16316169407219,1866,2024-07-28
New Jersey,YouGov,Harris,48.99199821520597,1846,2024-08-06
New Jersey,Quinnipiac,Harris,52.465227670036256,978,2024-07-25
New Jersey,Siena/NYT,Harris,42.799558620899916,1973,2024-10-11
New Jersey,Siena/NYT,Trump,58.15892801620066,1634,2024-10-30
New Jersey,YouGov,Trump,51.38886549510062,1290,2024-08-21
New Jersey,Quinnipiac,Harris,50.965611478313804,1404,2024-07-22
New Jersey,Quinnipiac,Harris,42.33655245043337,1840,2024-08-06
New Mexico,The Washington Post,Harris,55.240566646680236,1306,2024-09-07
New Mexico,Quinnipiac,Trump,49.56738893408328,1745,2024-09-30
New Mexico,The Washington Post,Harris,55.639378293417394,1810,2024-09-09
New Mexico,YouGov,Trump,40.92053097207099,791,2024-08-07
New Mexico,Ipsos,Trump,56.39689335599542,1749,2024-08-15
New Mexico,Siena/NYT,Trump,45.388168948702514,796,2024-08-19
New Mexico,Ipsos,Harris,45.65700829029083,1359,2024-10-11
New Mexico,Ipsos,Trump,52.864431189373136,1104,2024-09-27
New Mexico,Quinnipiac,Trump,58.96237675566226,1136,2024-10-21
New Mexico,YouGov,Harris,40.13996908906847,1562,2024-10-21
New York,Ipsos,Trump,44.03235344029963,1760,2024-09-04
New York,Siena/NYT,Trump,45.380914498120546,664,2024-08-01
New York,Ipsos,Harris,46.15753594134003,1118,2024-09-14
New York,Ipsos,Trump,51.23385158646852,1556,2024-07-21
New York,The Washington Post,Harris,55.39696115348488,582,2024-09-06
New York,The Washington Post,Harris,49.54221401177347,1919,2024-10-22
New York,YouGov,Harris,55.043635566718876,1365,2024-09-10
New York,Siena/NYT,Harris,52.146583183668554,776,2024-07-27
New York,Siena/NYT,Trump,39.75716731324792,1732,2024-09-27
New York,Ipsos,Trump,40.06509756017476,1522,2024-07-30
North Carolina,Siena/NYT,Harris,43.8262437377125,575,2024-08-25
North Carolina,The Washington Post,Harris,48.66370281204581,1617,2024-07-28
North Carolina,Ipsos,Trump,41.744386036880314,1553,2024-09-07
North Carolina,The Washington Post,Trump,44.47560002095997,1740,2024-10-23
North Carolina,YouGov,Trump,51.44297359045595,1445,2024-09-27
North Carolina,Ipsos,Harris,48.00338356755674,1698,2024-08-28
North Carolina,Ipsos,Trump,51.309307613410056,873,2024-08-11
North Carolina,Quinnipiac,Trump,56.592477574013174,822,2024-10-04
North Carolina,YouGov,Trump,52.842276389710605,614,2024-07-30
North Carolina,The Washington Post,Harris,47.82997503411025,1900,2024-09-20
North Dakota,Siena/NYT,Harris,54.191597094759345,1349,2024-10-21
North Dakota,Siena/NYT,Trump,42.17648146208376,1107,2024-10-22
North Dakota,Ipsos,Trump,45.4724546847865,1988,2024-09-23
North Dakota,Ipsos,Harris,51.87733865343034,1881,2024-09-05
North Dakota,Siena/NYT,Trump,43.203696268610656,1181,2024-08-03
North Dakota,Quinnipiac,Harris,57.06860477570444,1947,2024-09-29
North Dakota,Quinnipiac,Trump,56.95478315465152,1437,2024-09-21
North Dakota,YouGov,Trump,49.55773625057191,1619,2024-08-23
North Dakota,YouGov,Trump,55.47384244855493,896,2024-10-02
North Dakota,Quinnipiac,Trump,45.90800161007792,1927,2024-10-07
Ohio,The Washington Post,Trump,41.31256223656237,1671,2024-08-08
Ohio,YouGov,Trump,48.81066249683499,1488,2024-10-10
Ohio,The Washington Post,Harris,49.24197715707123,891,2024-08-11
Ohio,The Washington Post,Trump,46.818687403574586,1092,2024-08-07
Ohio,The Washington Post,Trump,43.70280637405813,1970,2024-09-09
Ohio,Ipsos,Harris,50.139954537153244,1861,2024-09-25
Ohio,YouGov,Trump,40.38382061291486,1243,2024-09-10
Ohio,Quinnipiac,Harris,55.47372078988701,742,2024-09-21
Ohio,The Washington Post,Trump,51.1933015845716,605,2024-08-26
Ohio,Quinnipiac,Trump,52.82925278414041,510,2024-08-07
Oklahoma,Ipsos,Trump,49.368642373010516,1124,2024-08-30
Oklahoma,YouGov,Trump,45.58447621297091,1887,2024-09-23
Oklahoma,Quinnipiac,Harris,49.224331406876445,885,2024-08-28
Oklahoma,Ipsos,Harris,55.854766834527254,902,2024-08-04
Oklahoma,YouGov,Harris,51.711311526596546,960,2024-09-07
Oklahoma,Ipsos,Harris,47.89517971687019,640,2024-09-28
Oklahoma,YouGov,Trump,56.22474699281156,530,2024-10-25
Oklahoma,YouGov,Harris,46.371261877939105,1638,2024-10-30
Oklahoma,Ipsos,Trump,51.62894676439464,593,2024-08-29
Oklahoma,The Washington Post,Harris,49.109779158607125,515,2024-10-02
Oregon,YouGov,Harris,45.37606899626553,1943,2024-09-18
Oregon,Siena/NYT,Trump,51.103544095531106,677,2024-08-23
Oregon,Quinnipiac,Harris,44.624617686495185,1940,2024-10-18
Oregon,YouGov,Trump,50.864657959900796,1987,2024-08-07
Oregon,Ipsos,Harris,48.95140282344073,1935,2024-09-27
Oregon,Siena/NYT,Harris,42.60576273780316,676,2024-09-18
Oregon,Siena/NYT,Harris,52.4345196550712,1023,2024-08-24
Oregon,Siena/NYT,Trump,50.95988566521555,1960,2024-09-28
Oregon,The Washington Post,Harris,42.984884274192154,1423,2024-10-21
Oregon,Siena/NYT,Trump,51.190917384810746,703,2024-09-12
Pennsylvania,Quinnipiac,Harris,48.5377115290612,1698,2024-09-01
Pennsylvania,YouGov,Harris,48.954601967707276,872,2024-10-01
Pennsylvania,YouGov,Harris,56.66589543223381,1145,2024-08-11
Pennsylvania,Siena/NYT,Trump,54.3917456548661,1987,2024-08-09
Pennsylvania,The Washington Post,Trump,49.13773511070758,883,2024-09-05
Pennsylvania,Ipsos,Harris,50.42528525926173,1645,2024-10-22
Pennsylvania,Siena/NYT,Harris,44.849141552113,1922,2024-10-31
Pennsylvania,Ipsos,Trump,41.51721669360995,1926,2024-08-30
Pennsylvania,Ipsos,Harris,47.825901824980974,814,2024-08-03
Pennsylvania,YouGov,Trump,40.262164319865406,758,2024-08-18
Rhode Island,The Washington Post,Harris,57.34998937230557,993,2024-07-31
Rhode Island,The Washington Post,Harris,59.852313473820686,1812,2024-09-18
Rhode Island,Ipsos,Trump,54.17710776440799,1571,2024-08-09
Rhode Island,Siena/NYT,Harris,56.53430980630219,1854,2024-10-09
Rhode Island,Siena/NYT,Trump,57.83792539034039,1623,2024-10-16
Rhode Island,YouGov,Harris,50.78821465373039,1515,2024-09-09
Rhode Island,Siena/NYT,Trump,51.10627183690667,1631,2024-10-17
Rhode Island,YouGov,Harris,45.528797674924135,1824,2024-08-02
Rhode Island,The Washington Post,Trump,53.18395851645619,509,2024-10-04
Rhode Island,Siena/NYT,Harris,44.86870484892279,669,2024-07-26
South Carolina,The Washington Post,Harris,45.76532409526408,1803,2024-09-25
South Carolina,YouGov,Harris,54.31561917066574,1871,2024-10-20
South Carolina,YouGov,Trump,54.55067266244441,901,2024-09-02
South Carolina,YouGov,Harris,43.46086077392101,1732,2024-07-31
South Carolina,Quinnipiac,Harris,46.126225176267326,1991,2024-08-08
South Carolina,YouGov,Harris,47.39814553409815,1832,2024-07-31
South Carolina,YouGov,Trump,41.55443108640611,1918,2024-09-21
South Carolina,Ipsos,Harris,54.26300377584994,607,2024-10-28
South Carolina,The Washington Post,Trump,51.0184545814991,507,2024-08-11
South Carolina,Siena/NYT,Harris,42.71730792708695,1125,2024-07-31
South Dakota,Siena/NYT,Trump,59.48327388148755,760,2024-08-16
South Dakota,Ipsos,Harris,51.23926317784935,1040,2024-07-22
South Dakota,YouGov,Trump,55.76818763278425,1829,2024-10-31
South Dakota,YouGov,Harris,56.97828168515116,825,2024-07-26
South Dakota,Ipsos,Harris,57.56083549465984,1597,2024-10-31
South Dakota,YouGov,Harris,56.00952747743577,781,2024-10-28
South Dakota,YouGov,Harris,52.80296972952783,1790,2024-09-13
South Dakota,Quinnipiac,Trump,52.57855521515012,1785,2024-09-06
South Dakota,YouGov,Trump,45.42818009387702,703,2024-08-17
South Dakota,Siena/NYT,Harris,40.59879650827497,1742,2024-08-18
Tennessee,The Washington Post,Harris,48.39728429913521,1195,2024-09-26
Tennessee,Quinnipiac,Trump,47.10869342088699,1875,2024-08-30
Tennessee,The Washington Post,Trump,47.84662507940084,1166,2024-07-25
Tennessee,YouGov,Harris,43.43873664736748,1489,2024-10-23
Tennessee,Siena/NYT,Trump,46.392842386849225,1642,2024-07-29
Tennessee,Quinnipiac,Harris,48.27110128477216,951,2024-10-11
Tennessee,The Washington Post,Trump,55.1867139339447,1355,2024-08-17
Tennessee,YouGov,Harris,45.43780410196632,1121,2024-08-04
Tennessee,Siena/NYT,Trump,42.311649140901864,1145,2024-09-18
Tennessee,Siena/NYT,Harris,40.5867322999984,1559,2024-10-03
Texas,Ipsos,Harris,59.137105957604945,1578,2024-10-21
Texas,Ipsos,Trump,52.60252873133868,1763,2024-08-06
Texas,The Washington Post,Harris,59.12495880573988,1390,2024-09-19
Texas,Ipsos,Trump,44.5801136335358,1827,2024-08-30
Texas,The Washington Post,Harris,45.30674819089472,1533,2024-08-14
Texas,Ipsos,Trump,45.5883257901296,1164,2024-10-04
Texas,Quinnipiac,Harris,57.77497084066272,1945,2024-08-08
Texas,Siena/NYT,Trump,58.141970668919384,1628,2024-09-10
Texas,Quinnipiac,Trump,62.84910617116839,1292,2024-09-29
Texas,Quinnipiac,Harris,55.491059745661914,1911,2024-07-31
Utah,Quinnipiac,Trump,45.773802171461284,962,2024-08-04
Utah,The Washington Post,Trump,43.998235487379134,1703,2024-10-01
Utah,The Washington Post,Trump,56.01835697423667,777,2024-10-16
Utah,Ipsos,Trump,54.55525420606136,1896,2024-10-11
Utah,The Washington Post,Trump,44.34095949400216,740,2024-07-31
Utah,Quinnipiac,Harris,54.88477010745555,523,2024-08-22
Utah,YouGov,Harris,57.33307416550815,1178,2024-10-01
Utah,The Washington Post,Harris,50.58811512775719,536,2024-08-12
Utah,YouGov,Trump,51.97277093771845,1185,2024-08-06
Utah,YouGov,Harris,58.75264664646238,1065,2024-07-30
Vermont,YouGov,Trump,59.01448196731508,1826,2024-09-30
Vermont,Ipsos,Harris,53.21064602583647,518,2024-08-07
Vermont,The Washington Post,Harris,41.44573161844164,877,2024-08-13
Vermont,Ipsos,Trump,56.52663157321513,1048,2024-10-30
Vermont,Siena/NYT,Harris,49.5908815599978,1767,2024-10-17
Vermont,Siena/NYT,Harris,47.82457566820085,547,2024-09-08
Vermont,Ipsos,Trump,45.98245551344007,1711,2024-09-29
Vermont,Siena/NYT,Trump,44.88616499118507,963,2024-10-31
Vermont,Siena/NYT,Trump,48.43620263505727,892,2024-08-01
Vermont,The Washington Post,Trump,58.75540353823453,1662,2024-10-08
Virginia,Siena/NYT,Harris,45.28970233164728,1822,2024-07-23
Virginia,Ipsos,Trump,51.37137508019805,1894,2024-08-20
Virginia,The Washington Post,Trump,44.04369135387242,1169,2024-10-27
Virginia,Siena/NYT,Harris,43.856112537905574,1712,2024-08-10
Virginia,YouGov,Harris,54.37223490327597,810,2024-09-20
Virginia,YouGov,Harris,46.27035791054368,688,2024-08-23
Virginia,Quinnipiac,Trump,42.76780254673213,1941,2024-08-17
Virginia,Siena/NYT,Harris,41.16061395499855,1905,2024-08-25
Virginia,Siena/NYT,Harris,58.6219928227365,537,2024-08-15
Virginia,YouGov,Harris,51.36676024179906,1607,2024-07-21
Washington,The Washington Post,Harris,42.35540721099824,818,2024-10-18
Washington,Ipsos,Trump,51.29588962998241,1185,2024-08-10
Washington,Siena/NYT,Trump,50.80512365791947,1345,2024-08-31
Washington,Siena/NYT,Harris,56.39365036971867,1925,2024-10-13
Washington,Quinnipiac,Harris,54.059590077959,619,2024-10-30
Washington,Siena/NYT,Harris,51.35496747214347,1211,2024-08-24
Washington,The Washington Post,Harris,54.426185325719416,1854,2024-10-22
Washington,Quinnipiac,Trump,55.04888426978141,940,2024-08-01
Washington,The Washington Post,Harris,47.62845193501562,1722,2024-10-25
Washington,The Washington Post,Trump,45.76020562555641,1098,2024-08-02
West Virginia,Siena/NYT,Harris,50.63366654329002,571,2024-09-08
West Virginia,The Washington Post,Trump,45.192921427078545,1838,2024-09-22
West Virginia,The Washington Post,Trump,56.63580635562539,1213,2024-08-22
West Virginia,YouGov,Harris,48.10727769508958,1176,2024-08-13
West Virginia,YouGov,Trump,41.452638511545956,580,2024-07-29
West Virginia,Quinnipiac,Harris,59.075172492302954,1578,2024-08-20
West Virginia,The Washington Post,Harris,44.34367565903813,633,2024-10-24
West Virginia,Siena/NYT,Trump,48.11250533442944,923,2024-09-24
West Virginia,Ipsos,Harris,52.51336630899459,1255,2024-08-20
West Virginia,Quinnipiac,Trump,52.56809607613832,505,2024-09-18
Wisconsin,YouGov,Trump,46.56477328389883,1651,2024-10-19
Wisconsin,Quinnipiac,Trump,42.77818983886391,1378,2024-10-27
Wisconsin,The Washington Post,Trump,58.293143408373,1167,2024-10-25
Wisconsin,Quinnipiac,Harris,51.98231934569776,548,2024-08-12
Wisconsin,Siena/NYT,Trump,54.99214191921055,1999,2024-08-26
Wisconsin,YouGov,Harris,58.37909490335733,1762,2024-10-02
Wisconsin,Quinnipiac,Harris,50.57530791964382,1863,2024-09-01
Wisconsin,Ipsos,Trump,47.43957492057234,692,2024-08-08
Wisconsin,Siena/NYT,Harris,41.31616642232984,1208,2024-08-05
Wisconsin,The Washington Post,Trump,57.0873984741047,958,2024-08-28
Wyoming,The Washington Post,Trump,50.20822602789849,802,2024-10-24
Wyoming,Ipsos,Harris,44.199961172416806,1671,2024-09-08
Wyoming,Siena/NYT,Trump,47.51686873380095,1397,2024-08-08
Wyoming,Ipsos,Trump,44.14730999618769,689,2024-07-24
Wyoming,YouGov,Harris,49.18481634464115,690,2024-09-09
Wyoming,The Washington Post,Harris,44.83004500158131,945,2024-08-24
Wyoming,YouGov,Trump,42.37380644772202,618,2024-08-23
Wyoming,The Washington Post,Trump,41.44938299432397,1582,2024-08-18
Wyoming,Siena/NYT,Trump,53.81979699712247,1316,2024-10-05
Wyoming,YouGov,Trump,45.73915238492191,560,2024-10-28
